essay_id,component_type,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
essay090,Premise,I had to never judge with people's appearance,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay254,Premise,"Without Earth, whatever great civil constructions and economic achievements will end up in vain",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay055,Premise,students can devote more time and efforts in one subject and reduce pressure from other subjects,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay223,MajorClaim,television has more positive effects than negative effects,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay210,Premise,education and preventative measures should receive a greater budget is the potential improvements in health system,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay091,Premise,"they have gradually identified with such values expressed in American movies, which are imported by the governments as a result of the proliferation of English",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay237,Claim,There are a lot of people eating foods or snacks when they are watching television,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay021,Claim,advertisers push the limits of creativity to dispose the consumers to purchase the product,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay108,MajorClaim,it would generate a sense of discrimination among different age groups and increase the government financial pressure accordingly,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay030,Premise,students that already have a basic knowledge and education can get a part-time job and they can pay for their own studies when their parent could not afford to pay it,Shabda,Matched Shabda cues: studies,,,
essay026,Premise,"At the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay356,Claim,tourism can have a negative impact on the natural environment,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay212,Claim,"it will be easier for people to assimilate into a new country, if they follow the new customs",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay045,Claim,the government should provide help for the disadvantaged people,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay388,Premise,fewer guns available mean less crime,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay321,MajorClaim,I would prefer to have my own job,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay079,Claim,funding arts is beneficial to the local cultural and economic development,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay197,Claim,there are good arguments in favour of this trend,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay126,Claim,close friends can easily understand each others feelings,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay365,Claim,public transport is a key factor to minimize the number of vehicles on the street,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay306,Premise,making their life more complicated and tired,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay195,Premise,The centre of research can raise the market part of this field by developing the agriculture products,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay382,Claim,"technology was introduced, student have been exposed to a wide range of information, which neccessarily broaden their minds",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay321,MajorClaim,"I would like to run my own business to control my own time, and to earn more money based on my noble ideas",Upamana,Matched Upamana cues: like,,,
essay127,Claim,the environment our grandparents live is more comfortable than today,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay108,Premise,they have been instilled and imparted the most updated knowledge and skills at universities,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay207,Claim,they move to big cities to pursue academic career and find jobs in order to have a higher standard of living,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay269,MajorClaim,I do really prefer to improve my ability of relating people and make more friends rather than studying hard in school,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay055,Claim,The benefits of teaching students different units are easily recognized,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay136,Claim,learners can obtain more useful knowledge from teachers than from other sources,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay198,MajorClaim,governments should certainly spend money on the public transportation system,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay022,MajorClaim,the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay370,Claim,"rarely do people go out of their comfot zone, provided with snack and air conditioner, to assemble with others in flesh",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay326,Claim,People benefit more from coming computers into their lives,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay188,Claim,"including exercise in children's daily routine, it is a good way to teach them the importance of physical activity from an early age",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay017,Claim,"killing our time, making us lazy, and advertising negative behaviors are just only few reasons to show how television is destructive",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay270,MajorClaim,"it is essential for people, especially young ones, to possess the ability to plan and organize",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay074,Premise,it is a pride of the country with a rage of culture which is easy to educate people to love their country more,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay173,Claim,Visiting the zoo would help the students understand what they learn at school,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay384,Claim,"it would certainly be a violation of adults’ civil liberties, if governments implement such a restricted regulation on these TV shows or movies that only for mature audiences",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay027,Claim,"if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay370,Premise,"The existence of Skype, Viber or Yahoo has notably reduced even the longest distance into one click",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay388,MajorClaim,criminal minds that breed violence not stringent gun control,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay395,Premise,it is irrational to require them to pay for the taxes they do not use,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay261,Premise,"Art and music are, of course most accessible tools for modern people to liberate themselves from the extremely stressful life",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay013,MajorClaim,They kept researching new technology and became successful at a very young age,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay402,Premise,when you always studying harder than others you will get best results,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay155,Premise,"When they are around the active smokers, they will inhale hazardous smoke",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay138,MajorClaim,"distance-learning outweighs the conventional way not only with its efficiency, convenience and economic value, but also with the self-regulated education that pupils can study on their own purpose",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay204,Premise,The professor has been assigned to teach only,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay105,Premise,"If people in poorer countries gain access to these drugs, their health situations may be better",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay085,Claim,these cameras can help to provide some form of protection to the workers against the customers,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay035,Premise,"They introduce new products, and provide various choices, not to mention they are often visually enjoyable",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay143,MajorClaim,successful people still do things they already know,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay253,Premise,"I connected the visual images of that experiment with the formula and I barely forget, even though now I'm not studying chemistry anymore",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay315,MajorClaim,I prefer to live in bigger cities than in small ones,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay328,MajorClaim,attending boys and girls in a same school would bring many advantages,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay083,Claim,Safely getting rid of nuclear waste is a daunting task and there has not been any permanent solution of it,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay367,MajorClaim,there are many institutions that accept the same average number of male and female students in many kinds of course,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay352,Premise,It's hard to get everything at a same place unless children are not familiar with computers,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay229,Claim,friendship is forever and gift our life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay046,Claim,"A university, in common sense, is a medium for conveying or providing access to knowledge",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay128,Premise,When schools can give such kind of opportunity the students are likely do their best and succeed in their future lives which is one of the point most people get education,Anumana,Matched Anumana cues: likely,,,
essay380,MajorClaim,"While many believe that petrol and diesel fuel should be charged with the highest taxation, I strongly disagree with this notion",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay180,Claim,almost of us live in the environment of groups,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay342,Claim,competitive child would have more motivation and perspective that leads them to success,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay277,MajorClaim,learning facts is more beneficial for students in both social and individual life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay308,Claim,Moving some places can give to you a lot of experiences,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay058,MajorClaim,children should be taught co-operation complimented with a healthy competition,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay259,MajorClaim,working at home is worse and less efficient than working in the office,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay168,Claim,"Mitigating process, no interaction and pressure are these things people should examine when they want to work at home",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay101,MajorClaim,the right age for a person to retire should be around 60 years old,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay339,Claim,co-operative child will have a potential of structuring and implementing new and innovative ideas with the help of a team,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay375,Claim,"in many aspects such as communication, trade, cooperation as well as transaction, it will be absolutely easier for the whole society to work together in one language only",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay189,Premise,"They have whole life to do job and prove themselves, but the childhood phase will never return in their life",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay129,MajorClaim,I prefer to live in high pace,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay316,Claim,Building more accommodating constructions meets people's basic need,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay367,Claim,female students are indicated having the same potential and capability as men,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay383,Claim,technological products have devastated the natural environment indirectly through its production process,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay373,Premise,"some industries such as mining, oil and gas extraction, reclamation, etc, needs many labors",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay185,MajorClaim,"new forms of energy cannot soon replace fossil fuels such as gases, oil, and coal",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay023,Premise,"Speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay044,Claim,the sources most widely used currently to generate power releases extensive amount of gases into the atmosphere which increases global warming,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay394,MajorClaim,children are those who need to be under instruction of handwriting,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay278,MajorClaim,sports and social activities should obtain analogous concern and money,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay057,Claim,Mind can not work when it is chained in boundaries,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay402,Claim,playing sports will give good effects on children,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay094,Claim,investing money to enhance the general health state is a totally right decision,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay070,Claim,several other solutions can be introduced to assist in reducing pollution and traffic problems,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay063,Claim,most of young people prefer to have meals at restaurants,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay207,Premise,cities often offer more well-paid jobs and study chances compared to rural areas,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay150,MajorClaim,reading fiction is more enjoyable than watching movies,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay273,MajorClaim,I highly prefer living in a big city to living in countryside,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay358,Claim,"the advantages that people enjoy by working or studying from home, are obvious",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay259,Claim,It not only has the advantage of working with colleges but also it provides a real working atmosphere that can never be grasped if people choose to work at home,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay091,Premise,"people may be impressed by the cultural values brought with the universal language, eroding a sense of national belong",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay034,MajorClaim,students should study at school,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay228,Premise,It was fun and a little bit similar to the cinema,Upamana,Matched Upamana cues: similar to,,,
essay189,Claim,would affect their mental and physical health,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay353,Premise,they use it a lot of times,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay042,Premise,"Take Google for example, the company offers recreation rooms and extra personal leaves for their workers to develop a more relaxing and supportive workforce",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay086,Claim,"they can exchange their knowledge, they can learn different cultures",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay258,MajorClaim,both can help and each of them has its own advantages and disadvantages,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay268,MajorClaim,both sports and social activities should not receive equal amount of money with libraries and laboratories,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay273,MajorClaim,"living in big cities is quite funnier and better and more exciting than living in small towns because of many more social places, technologies facilities, better education and medical services",Anumana,Matched Anumana cues: because,,,
essay079,Premise,arts can enrich people's cultural lives,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay308,Premise,the environment can't be keep clean,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay007,Premise,"The answer, perhaps, is that hardly would rational people do so",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay124,Claim,"They not only free to do whatever they want without any confine or punishment, but also they are free and have a lot of time in their hands to try and experience new things and enjoy them",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay390,Premise,the young generation these days is very conscious toward positive lifestyles,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay372,MajorClaim,"what can be expected, is a change of the role of the tradition but not its disappearance from the society",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay026,MajorClaim,it is not a good thing,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay283,Premise,testing result are different,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay331,MajorClaim,government should spend money on preservation of old buildings,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay195,Premise,"Especially, if they have no knowledge or education in this field",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay349,Claim,these subjects might fulfil the students' ability,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay176,Claim,it is worthwhile for us to visit a museum of a new place,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay118,Premise,They commit themselves to promoting relaxation and enjoyment for the audience,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay137,Premise,the football world cup taking place every four years is a very followed event during which everyone is having fun,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay086,Premise,Via internet they can have connection with the other children all around the world,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay231,Claim,In a big city you have more qualified teachers and a better access to technology,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay297,Premise,In the classroom environment you can learn from your classmates,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay042,MajorClaim,providing a more secured and relaxing environment for workers can fundamentally boost their productivity,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay054,Claim,"people who watch exhibitions on TV or internet at home, save the time and money on the road, which is increasingly significant particularly to people in modern society",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay059,MajorClaim,"psychopaths, terrorists or any other criminal who lacks empathy for other human lives deserve capital punishment",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay253,MajorClaim,the best way for teachers to make students more interested in a subject is to explain how that subject can help and apply to their lives outside school,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay140,MajorClaim,there should not be any room for partiality in terms of gender while allocating seats for students in every university courses,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay286,Premise,I start changing myself from spending many thing that I want to saving money for my entire life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay158,MajorClaim,we should restore those building,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay093,MajorClaim,"as the privileged minority, wealthy nations have every reason to share their fortune with the poor",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay048,Claim,attending lectures in person provides students an opportunity to communicate with teachers and other classmates,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay110,Premise,"in order to develop a country, citizens must obey laws, which were imposed by the government",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay223,MajorClaim,I strongly disagree with the statement that television has negative effects on children,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay100,Premise,This is especially true in sectors like entertainment and sports,Upamana,Matched Upamana cues: like,,,
essay242,Premise,"In China, some residents who live in nearby some toxic factories became sick",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay066,Claim,"technology enriches the way of displaying traditional cultural heritage, making it more vivid and appealing",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay374,Premise,"it is of university students' benefits to do biological research based on practical statistics and live recordings, which otherwise would not be at hand",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay172,Claim,an apartment provides a lot more freedom than a dormitory,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay164,Premise,they will think about develop long term career with their company,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay158,Premise,the preservation is very expensive because all components of old buildings have historical values,Anumana,Matched Anumana cues: because,,,
essay257,Premise,such people do work hard and have great experiences because of their hard works,Anumana,Matched Anumana cues: because,,,
essay103,Premise,"Innocent suspects, eventually, can face unfair juridical decision and pay twice for their previous inadequate actions",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay014,Premise,"Students have knowledge of others cultures, outer space etc",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay328,Claim,Taking part in the study groups would increase student's motivation to study more,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay069,MajorClaim,"This, contrary to some ideas, is a positive progress in human society",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay003,Claim,tourism has clearly improved lives in the tourist country,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay326,Premise,"Many industries use computers to command to robots in order to do many regular tasks, which were carried out by human early",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay340,Claim,technology is beneficial to humanity develops positive relationships,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay041,Premise,"As for the companies, the unpaid interns can no doubt save some money",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay314,Claim,"Even when we managed to keep up with the pace by neglecting the details of a project and only aim for a general frame of the project, this will not be something satisfy for the company and clients",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay126,Claim,it's much easier to have some casual acquaintances than have some close friends,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay125,MajorClaim,"the three most reasons are increased knowledge, career preparation and new experiences",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay192,Premise,in this case it is more likely that interests and preferences are the same,Anumana,Matched Anumana cues: likely,,,
essay334,Claim,machines can bring many benefits,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay236,Premise,"All of my classmates gave him a rank of AAA, the excellent teacher",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay298,Premise,"When my boss was out of the shop, i had to manage the accounts section of the shop",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay347,MajorClaim,"buying habit is people's choice to make, not entirely affected by advertisements",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay282,Claim,It is are easy and usable,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay258,Premise,"from my own experiences, after I had started learning playing the guitar without a teacher, I got used to wrong habits regarding strumming and tempo, but after finding and learning with a tutor and identifying and eliminating those incorrect habits, I was able to play properly",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay029,Premise,"By taking up a job, a wife can earn more money to support her family life",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay345,MajorClaim,a balance between personal and professional life should be created by restricting maximum number of working hours,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay051,MajorClaim,universities should invest in libraries more than anywhere else,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay303,MajorClaim,"living a slower life is advantageous for your health, your happiness and even the quality of your work",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay140,Premise,both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay226,MajorClaim,"there are many things in the past that we can learn about, such as mistakes, success and knowledge in many fields of study",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay113,Premise,residents in rural areas still depend on their own farm for food production,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay305,Premise,"from the Internet, students can read many articles and e-books and can watch video tutorials which provide the information more apparently",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay043,MajorClaim,"it is clear that they not only constitute a tremendous appeal towards a peaceful society, but also guide the public demonstrations of national proudness",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay188,Premise,they can stick with the routine and make the daily physical activities a good habit on their whole life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay048,Premise,"Now, however, students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay319,Premise,there are a few opportunities for students to know how to live adult life in the university,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay230,MajorClaim,it is the best way for teenage children to take a part-time job to prepare their adult life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay084,MajorClaim,giving those with no work a mobile phone each is a total waste of money,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay313,Claim,they are our friends and they can be useful in many situations,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay401,Premise,all of the couple duties are performed equally and interchangeably by individuals,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay357,Claim,watching television is a very passive action and should not be promoted by increasing periods spent on it,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay233,Premise,people normally have lots of things to do,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay279,Claim,everybody would like to know what is going on around the world in their everyday lives,Upamana,Matched Upamana cues: like,,,
essay318,MajorClaim,no additional payment should be charged on them,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay365,Premise,"Not to mention the fact that highway train is operated underground, which leaves the street above with buses and non-fuel-based vehicles",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay144,MajorClaim,"it should be better to leave this type of type of training for a certain group of good, knowledgeable learners",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay240,MajorClaim,most tough experiences in people's life path will be a priceless treasure to them,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay181,MajorClaim,I will be happy to hear that the government has a plan to build a new university in my community,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay392,Claim,we should convey corresponding policies and knowledge to the public and society,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay190,Premise,some zoos are also reservation sites of many animals that are about to become extinct,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay254,Premise,"Just like a man that needs a healthy body, all the living creatures as a whole needs a strong planet as well",Upamana,Matched Upamana cues: like,,,
essay265,Claim,relating well to people is also another important factor,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay217,Claim,"experiencing the real life by myself, I could learn more than just obey the advice",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay192,MajorClaim,other prefer to be surrounded by a large number of friends,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay272,Premise,"when I have a time to realize what had happened, I could explain the real thought that I want to express without emotion",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay277,Premise,"if they deal more with facts, they can realize social situations effectively and so improve their social communication in everyday life",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay234,MajorClaim,standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay388,MajorClaim,there is a poor relationship between polices carrying guns and an increasing violence rate,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay303,Claim,living your life at a slower pace increases your happiness,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay314,Premise,"even when the scientists want to finish off quickly, but they couldn't miss even a single part of the mission since it may trigger loads of problems",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay346,Claim,"judging a person by his income is difficult, especially in the success aspect",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay290,MajorClaim,I would rather prefer working in a large company than in a small one,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay287,MajorClaim,Learning foreign language form another country is better choice for me to study language,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay229,Premise,mistakes will be forgotten quickly,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay321,Premise,I can work long hours for earning more money,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay144,Claim,"This will improve the quality of both universities and students, thus placing people in positions which suit them most",Anumana,Matched Anumana cues: thus,,,
essay280,MajorClaim,learning several subjects in universities is better than specialize in one subject,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay028,Claim,"These days, not only many businesses, but also governments have to rely on advertising",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay212,Claim,keeping own customs stably might cause discrimination,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay389,MajorClaim,education is the single most important factor in the development of a country,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay006,Claim,"Students gain a lot out of the experience personally, academically, and culturally",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay156,MajorClaim,"growing of violence in films have definitely negative effects on youngsters mostly on their study, emotions and behaviors",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay366,MajorClaim,"when young people follow celebrities, it affects their health as well as behavior in a negative way",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay145,Premise,they can impart their students well,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay037,MajorClaim,It will make the world more peaceful by easing internation tensions and releasing patriotic emotions in a safe way,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay227,MajorClaim,spending budget for space exploring is not the waste budget,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay019,Premise,they will not have money to pay for everything,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay333,MajorClaim,the development of technology impacted on the means of communication among people very positively by making it easier and more comfortable,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay100,Claim,"it is certainly true that university education is of paramount importance for certain professions such as doctor, engineer and lawyer",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay151,MajorClaim,using single language through out the world is a positive change which is helping the world to become a better place to live,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay076,Premise,"a great number of people, in fact, have had the capacity to pay for the both privately",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay223,Premise,I was quite aggressive,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay196,Premise,People who want to learn how to swim have to go to the beach or to the swimpool and laid themselves in the water to feel and know what is swimming,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay243,MajorClaim,e-mail is the greatest way for major people to use,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
