essay_id,component_id,component_type,text
essay368,T7,Premise,"further enforcement banned smoking in capital in Sri Lanka has reduced this consumption related diseases and deaths, as per the ministry of health"
essay368,T8,Premise,smoking restrictions has successfully daunted public from this bad puffing that put less strain on country's healthcare systems
essay368,T9,Claim,introducing smoking ban in public places would greatly discourage people from engaging tobacco puffing
essay369,T1,MajorClaim,the combination of tourism and teaching process is highly recommended in pursuit of a harmonial relationship between human and their surroundings
essay369,T2,Claim,tourism has proven its friendly attitude towards the exploited areas in terms of finance and environmental impact
essay369,T3,Premise,"places of interest often locate in the wilderness areas, of which economy, before their appearance, haven't blossmed yet"
essay369,T4,Premise,Not until the investment of some companies do chains of hotels and services spring up
essay369,T5,Premise,"It will, by all means, attract considerable attention which goes hand in hand with the enormous income for the local residents"
essay369,T6,Premise,"tourism helps divert the local economy to its right direction, which exploit the best out of its own potential"
essay369,T7,Claim,tourism plays an indispensable role in nurturing the economy in a way it is meant to be
essay369,T8,Premise,environmental damage is inevitable
essay369,T9,Premise,"In order to turn a wilderness into a place of attraction, the planners must have taken the nourishment of the sceneries into thorough consideration"
essay369,T10,Premise,"a fortune is spent on trimming the trees, watering the flowers, preserving and balancing the local fauna and flora, in the hope of beautifying the wild"
essay369,T11,Premise,"Not to mention ecotourism, a new kind of environment-friendly service, which gives all environmentalists and nature lovers a hand in raising the awareness of people in protecting their coexistent creatures"
essay369,T12,Claim,tourism should not be alledged to be notorous for its detriment to the ecological diversity
essay369,T13,Premise,it is not tourism to be blamed for
essay370,T1,MajorClaim,future developments in IT will put the users at their own expense
essay370,T2,MajorClaim,there have to be some alterations before IT has more serious impact on each individual's life
essay370,T3,Claim,its effect on the users' independence and prositution should not be out of concern
essay370,T4,Premise,"In the past, there used to be World Wide Web or e-mail, but the cyber world now varies form games, online TV shows to means of communication, and probably still keeps going"
essay370,T5,Premise,"Such irrisistible temptations drift people from the real world to the unreal ones, resulting in their dependence on technical equipment"
essay370,T6,Premise,the lack of soft skills attained form outdoor activities will agitate the IT addict
essay370,T7,Premise,staying inside with computer and mobile phone will always be the first alternative
essay370,T8,Claim,IT seems to have turned its users to its slaves
essay370,T9,Premise,"The existence of Skype, Viber or Yahoo has notably reduced even the longest distance into one click"
essay370,T10,Claim,"rarely do people go out of their comfot zone, provided with snack and air conditioner, to assemble with others in flesh"
essay370,T11,Premise,"their action will make a beeline for obesity, short-sighted, diabetes and other heart-related problems"
essay371,T1,MajorClaim,people avoid eating meat mostly for the sake of their health and relegious aspect
essay371,T3,Premise,Many researchers have convinced that many kinds of vegetable contain antioxydant which can prevent cancer
essay371,T4,Premise,a vegetable diet can do good for our health
essay371,T5,Premise,a meal without meat can lead to a lack of protein intake
essay371,T6,Premise,it is proved that many kinds of bean such as soy bean or pea are also comparable protein sources
essay371,T7,Claim,health improvement is the main reason for vegetarian diet to become so popular
essay371,T8,Premise,eating their meat mean you eat the flesh of your parent sentient beings
essay371,T9,Premise,"Some religion, such as Buddha, believes that animals were human being in their previous life"
essay371,T2,MajorClaim,people choose to become vegetarians for health and religious concern rather than the benefits of animals
essay371,T11,Claim,it is vital to follow one's own religious practices which can bring the enlightenment in mind
essay372,T1,MajorClaim,"what can be expected, is a change of the role of the tradition but not its disappearance from the society"
essay372,T2,MajorClaim,there should never be any replacement for traditional skills or ways of life
essay372,T3,Claim,"They are the ones that teach, and will teach us to be self-esteem and experienced, which means their preservation throughout history deserve our attention"
essay372,T4,Claim,the country's culture is passed down mainly through traditional skills and ways of life
essay372,T5,Premise,"in Vietnam, many water puppet shows which once demonstrated our seasonal agriculture and communal activities, are today substituted by cinemas and music concerts"
essay372,T6,Premise,"the young generation can solely get access to their ancestor's early life through books and images, which otherwise would be much more easily absorbed"
essay372,T7,Premise,"Understanding why, and how our predecessors survived through thick and thin will probably be invaluable lessons for us today"
essay372,T8,Premise,study form their mistakes helps us accomplish our goal with smooth sailing
essay372,T9,Claim,"a person should look back at the past, mainly by means of custom handcraft or antique lifestyle, to progress"
essay373,T1,MajorClaim,it is no evidence about the reduction of crime rates due to the death penalty
essay373,T2,Claim,death penalty neither controls the violent in society nor creates a violent culture
essay373,T3,Premise,"Crimes kill someone which is illegal; nevertheless, the government use law to punish them, which is the same way they sinned but in a legal one"
essay373,T4,Premise,the criminal is repeated second time
essay373,T5,Premise,capital punishment is a form of revenge which creates violent culture
essay373,T6,Premise,the rights of life are the basic and vital rights of a human being
essay373,T7,Premise,No one has the right to take the life of a human; even if he committed murder
essay373,T8,Premise,"If you kill a criminal, you become a criminal"
essay373,T9,Claim,nobody has the right to take another human life
essay373,T10,Premise,crimes seem to increase due to the capital punishment
essay373,T11,Premise,"if we think that killing is the best way to solve the problem, it is neither unethical nor immoral"
essay373,T12,Premise,"If they kill someone and end their life by dead without paying for their sins, it is so easy for them"
essay373,T13,Premise,They do not undergo any pain or misery
essay373,T14,Premise,Criminals should be punished for their misdeeds
essay373,T15,Claim,"with some of serious criminals, capital punishment is an easy way out"
essay373,T16,MajorClaim,The world should consider clearly about polishing the law of the dead penalty
essay373,T17,Premise,"capital punishment is a form of legalized revenge, it is an easy way for serious crimes, and nobody has rights to take others life"
essay373,T18,Claim,it neither demines crimes of violence nor be essential to control violence in society
essay373,T19,Premise,rehabilitation and education is also a better way in order to prevent or minimize offensive acts
essay373,T20,Premise,Why do not punish them by doing something meaningful for the country- it is better
essay373,T21,Premise,"some industries such as mining, oil and gas extraction, reclamation, etc, needs many labors"
essay373,T22,Premise,"it is regarded as the ""legalized revenge"" to victims' family"
essay374,T1,MajorClaim,the zoo deserves maintenance and public respect
essay374,T2,Premise,"With zoos, pupils will have a chance of observing the habit and unique instinct of, for instance, a lion or a crocodile"
essay374,T3,Premise,zoos conduce to the acquisition of knowledge at various levels
essay374,T4,Claim,the zoo should be considered as a means of education with regard to providing real and vivid materials for learners
essay374,T5,Premise,"it is of university students' benefits to do biological research based on practical statistics and live recordings, which otherwise would not be at hand"
essay374,T6,MajorClaim,the role of zoos towards both human and animals is undeniably indispensable
essay374,T7,Premise,"Nowadays the process of globalisation is accompanied by the encroachment upon natural habitats, which consequently calls for the help of zoos"
essay374,T8,Premise,the ever-increasing huntings are having a heavy toll on rare and specious species
essay374,T9,Premise,"Only when zoos appear are such distinction-driven animals as: giraffe, panda, koala or leopard provided with their own inaccessible territory"
essay374,T10,Claim,the zoo also serve as a means of ecological protection
essay375,T1,MajorClaim,"no matter how widely they are spoken, every language should be protected from being disappeared"
essay375,T2,Claim,letting languages spoken by ethnic minorities be extinct seems to be very beneficial
essay375,T3,MajorClaim,it will definitely impact seriously on many other aspects especially in the loss of our cultural heritages
essay375,T4,Premise,"we need to consider that if the government expands the use scope of that languages, it can be really expensive"
essay375,T5,Premise,educational programmes will need to be given so as to keep young people learning and using them
essay375,T6,Premise,some certain areas in the Southern Vietnam have been trying to help their secondary school students who are originally from khmer people speak their language beside Vietnamese
essay375,T7,Premise,"the local government has recently struggled with their costly investments on language teachers, facilities and appropriate materials"
essay375,T8,Claim,"in many aspects such as communication, trade, cooperation as well as transaction, it will be absolutely easier for the whole society to work together in one language only"
essay375,T9,Claim,saving regional languages could be seen as a waste of money
essay375,T10,Claim,the government should try to preserve minority languages
essay375,T11,Premise,language can be seen as much more than just one method of communication
essay375,T12,Premise,forming a language must be undergone thousands of years
essay375,T13,Premise,it deserves to be respected and preserved
essay375,T14,Premise,language is one of the essential factors creating the differences and unique cutures in the world
essay375,T15,Premise,saving the use of that kinds of languages in this case generally is the most important element of the cultural diversity's preservation
essay376,T1,MajorClaim,this plan should be put into practice
essay376,T2,MajorClaim,I have to concede to the materialistic diversion from treatment to health education and preventative measures
essay376,T3,Claim,This will yield positive results on not only the people's physical and mental development but also their finance
essay376,T4,Premise,"Children should be taught about balanced diets, nutritious food as well as harmful ones"
essay376,T5,Premise,they will have a fundamental grasp of how to lead a healthy lifestyle
essay376,T6,Premise,"it is much easier for people at early ages to form a habit of, for instance, not consuming too much fast food, over-fried food or intoxicants"
essay376,T7,Claim,"No one can argue the importance to include health lessons in school programmes, especially at primary level, in the hope of raising people's awareness"
essay376,T8,Premise,"such unpreventable illnesses as cancer or HIV will cost the victim a fortune, not to cure, but to lengthen his longevity for 1 or 2 more years"
essay376,T9,Premise,"if humans tend to keep fit more regularly by participating in outdoor activities or using health-care product, obesity, myopia or other diseases that require expensive treatments will never stand a chance"
essay376,T10,Claim,it will be of economic benefit to pre-empt certain kinds of diseases
essay377,T3,Claim,university restriction has both pros and cons
essay377,T5,Premise,one deserves what he has done
essay378,T1,MajorClaim,the teacher is the best option for children's education in some aspects
essay378,T2,MajorClaim,teachers are the best for children's education
essay378,T3,Claim,Not only do they contribute much to children's professional skills but also they can teach their students important social communication techniques in order to survive in this competitive world
essay378,T4,Premise,"to be able to obtain the teacher certificates, people need years of training at their normal schools to learn theoretical knowledge"
essay378,T5,Premise,"in comparison to teachers, parents tend to have less knowledge to teach their children's subjects such as mathematics and physics"
essay378,T6,Claim,school teachers are more qualified than parents in the field of education
essay378,T7,Claim,teaching staff are professional and experienced in terms of promoting children's communication skills
essay378,T8,Premise,"after many years of teaching experience, teacher are able to know how to help children to develop important life skills such as learning personal boundaries, facing future problems and learning important conflict resolution skills"
essay378,T9,Premise,parents are facing difficult generation gap with their children because they are less likely to know how to handle family conflicts in an efficient way
essay378,T10,Claim,it was impossible for them to be a good teacher
essay378,T11,Premise,"compared with teachers, parents do not have enough time to spend with their children"
essay378,T12,Premise,Nowadays we are facing a global economic crisis and it is necessary for both parents to work
essay378,T13,Premise,there is only limited time for them to teach their children
essay379,T1,MajorClaim,there are still many other aspects which should be seen as important as income when people choose a job
essay379,T2,Claim,income is still a vital determination impacting us on choices of careers
essay379,T3,MajorClaim,"passion on jobs, in my opinion, can bring actual happiness and help us get promoted in working to earn even more money later on"
essay379,T4,Premise,"people who are woking in art or painting industries, for example, will find it quite difficult to live comfortably and enjoyably"
essay379,T5,Premise,"they are doing what they love, their income however seems to be quite low compared to many other career paths"
essay379,T6,Claim,"people tend to choose high salary jobs so as to not only help themselves but also support partially or wholly their family's living needs such as food , clothes, accommodation, education, medication"
essay379,T7,Premise,money is very essential in order to meet human' basic needs
essay379,T8,Premise,"There are plenty of people, who are now really successful, have started working in challenging as well as competitive fields as singers, dancers and painters"
essay379,T9,Premise,"important factors in choosing a job such as level of happiness, satisfaction of jobs, personal relationships, professional skills, working environment, managers and colleagues should not be underestimated"
essay379,T10,Premise,some people choose a career due to their desire to help others and contribute positively to their countries and societies
essay379,T11,Claim,"if we are passionate about what we are working, we are likely to achieve success easily in that field"
essay380,T1,MajorClaim,"While many believe that petrol and diesel fuel should be charged with the highest taxation, I strongly disagree with this notion"
essay380,T2,MajorClaim,"it disadvantages may outweigh its advantages with regard to economic and politic issues, making it advisable to seek another options to reduce the use of personal cars"
essay380,T3,Claim,higher fuel and petrol cost has its own pros and cons
essay380,T4,Claim,"Taxation may have tackled the environmental issue simply by diverting people to public transportations such as trains, buses or ferries"
essay380,T5,Premise,"if petrol and fuel taxation are raised, people might hesitate choosing a personal automobile"
essay380,T6,Premise,"for those who have already afforded a car, there is a likelihood it is restraint from usage on long journeys or to crowded cities"
essay380,T7,Premise,"the more costly petrol is, the higher the price of necessary product: rice, meat or even vegetable"
essay380,T8,Claim,"people have to turn to cheaper alternatives, which might cause the abundance in goods and later on, economic crisis"
essay380,T9,Premise,taxation on flamable resources might backfire by conducing to inflation
essay380,T10,Premise,"Suppose that the those countries cut down on its oil support, other nations will have to pay more as well as release beneficial policies for them"
essay380,T11,Premise,"America, for example, has recently drawn its intervention in Russian crisis only due to the influx of oil"
essay380,T12,Claim,"countries that import oil will be more dependent on the exporters, both politically and financially"
essay381,T1,MajorClaim,this trend reflects and enhances the high level of violence in society
essay381,T2,Claim,being armed with guns in the police force is necessary
essay381,T3,MajorClaim,it will bring the higher level of violence
essay381,T4,Claim,a society that its police force carries guns will be definitely seen as a highly violent one
essay381,T5,Premise,we need to consider that police armed with guns or any other kinds of legal weapons just attempts to protect not only civilians but also himself
essay381,T6,Premise,criminals todays are very sophisticated so they spend a large amount of money to acquire modern weapons to cope with the police and serve their own nefarious needs
essay381,T7,Premise,citizens in that society can be shot by both police and offenders accidentally
essay381,T8,Premise,"while on duty, not only are private citizens affected but facilities such as cars, houses, streets are likely to be destroyed by guns"
essay381,T9,Claim,Those are possibly the strongest evidences to determine a society suffering a high level of violence
essay381,T10,Premise,"people and police in those ones usually deal with dangerous diverse crime's categories such as theft, robbery, murder, rape, vandalism, arson"
essay381,T11,Premise,police force carries guns only in high crime societies
essay382,T1,MajorClaim,the richness as well as convenience of technology are two main factors that contribute to the students' progress
essay382,T2,Claim,it expedites data availability and accelarates students' learning process
essay382,T3,MajorClaim,I have to consent to the use of technology in education
essay382,T4,Claim,"technology was introduced, student have been exposed to a wide range of information, which neccessarily broaden their minds"
essay382,T5,Premise,"The internet, for example, provide knowledge in the form of news, radio talks, tapes or reseachs on any particular fields"
essay382,T6,Premise,"There, the students can not only ascertain concerned subjects but they can also get access to relevant issues and discuss with people worldwide"
essay382,T7,Premise,students will develop their skills at a greater pace
essay382,T8,Premise,"The modern world provides learners with the mp3, the mobile phone or the laptop that help them, especially language learners, listen to recordings everywhre or read documents anytime"
essay382,T9,Premise,"the internet again, is an inexhaustible resource of visual aids, such as educational games, sounds or images with which students may absorb abstract concepts taught at school more briskly and thoroughly"
essay382,T10,Claim,Another point that students may benefit from technology is the shortened time for learning
essay383,T2,MajorClaim,technology has a great contribution to our lives and civilization
essay383,T1,Claim,We can not neglect profound impact of great technological process on human life
essay383,T3,Claim,"thanks to modern technology invented recently, human life has been improved dramatically"
essay383,T4,Premise,"Air-conditioners, computers, cellphones, washing machines, for example, is likely to be seen as greatest inventions helping people to reduce stress and time for other activities"
essay383,T5,Premise,applying technological science into the preparation of medications also plays a significant role in saving the number of patients' lives
essay383,T6,Claim,technological products have devastated the natural environment indirectly through its production process
essay383,T7,Premise,exploiting and collecting raw materials as well as essential fuels to serve the production of technological products have destroyed nature seriously
essay383,T8,Claim,technology may decrease a great deal of creativity in certain groups of people especially children and the youth due to the dependence upon available achievements
essay384,T1,MajorClaim,"governments should definitely reduce violent components to the minimum in kidvids, while such contents remain in the TV shows that for mature minds to watch would be entirely reasonable"
essay384,T2,MajorClaim,violent contents must be excluded from all kidvids in order to reduce the proportion of juvenile delinquency
essay384,T3,Premise,"reducing the proportion of violent content in TV shows could, to some degree, decrease the overall crime rate"
essay384,T4,Premise,governments must first prohibit any types of violent content in all children’s television programs
essay384,T5,Premise,"As a result of mental immaturity, most youngsters are incapable of distinguishing right from wrong"
essay384,T6,Premise,"by watching these violent TV programs and videos, juveniles will become very aggressive and offensive and have a great tendency to commit crimes"
essay384,T7,Claim,it would be rather necessary for governments to establish an intensive law that prevents teenagers from watching these violent and brutal TV Shows and movies
essay384,T8,Premise,adults watch horror video or war movies for relaxing themselves after a busy day
essay384,T9,Premise,"For whom, such media sources are mere materials of relaxation and entertainment"
essay384,T10,Premise,"Considering that these mature minds are capable of being responsible for their own behaviors, they certainly have the right to watch TV shows or movies that are appealing to them"
essay384,T11,Claim,"it would certainly be a violation of adults’ civil liberties, if governments implement such a restricted regulation on these TV shows or movies that only for mature audiences"
essay385,T1,MajorClaim,the guns which are used by police have not been a trigger of higher level of violence
essay385,T2,Premise,they have a weapon which will prevent an escaping criminal who poses a serious danger to the public
essay385,T3,Claim,some military weapons need encouraging for police officers to protect the public and minimize the rate of violence
essay385,T4,Premise,a police holds a responsibility to tackle of violence in the urban or suburban areas using a gun
essay385,T5,Premise,"An obvious example of this happens in The United State, a man killed more than ten people in the cinema using a weapon, while a police shot in the foot to paralyze him"
essay385,T6,Premise,police officers can force a criminal to surrender
essay385,T7,Premise,the number of unemployment rate has risen to 15 percent in several globalized and non-globalized countries
essay385,T8,Premise,Many well-qualified and well-educated person cannot earn some money to live comfortably
essay385,T9,Premise,"cost of living in the big city is extremely expensive, so this problem impresses some people who live under the poverty line to do anything to pay their basic needs"
essay385,T10,Premise,"Many baggers chose to be a pickpocket in the public transport, for instance"
essay385,T11,Claim,there are some reason why the level of bloody increases significantly in the communities
essay386,T1,MajorClaim,the classmates should be regarded as the most important influence on individual achievements
essay386,T2,MajorClaim,classmates are unrivalled by the children's parents
essay386,T3,Claim,"they provide tremendous incentive and horizon expansion, two crucial commodities leading to a successful presentation at school"
essay386,T4,Premise,"In high school, for instance, an individual cannot resist studying painstakingly through day and night when the others who are astoundingly ambitious and set sights on prestigious universities around the globe are doing the same"
essay386,T5,Premise,"From a psychological perspective, the feeling of being subordinate to their peers exert enormous pressure on the children, which subsequently transforms into some sort of stimulants and boosts the children's academic performances"
essay386,T6,Claim,the classmates themselves creat a competitive atmoshphere which incent the children
essay386,T7,Premise,"students share even more time together than with their parents, explaining a great deal of wisdom they absorb from each others"
essay386,T8,Premise,"it can be, for example, lessons on the class, social skills or general etiquettes that are sometimes overlooked by parents"
essay386,T9,Premise,"Sharing the same age, children are at their most comfort to exchange ideas, to query and interpret abstract concepts without fear of parental punishments, resulting in deeper comprehension"
essay386,T10,Claim,"when it comes to knowledge and the acquisition of such, classmates are second to none"
essay387,T1,MajorClaim,people's health would therefore be affected negatively
essay387,T2,Claim,life in those cities is good in some ways
essay387,T3,MajorClaim,life in big cities can have negative effects on people's health
essay387,T4,Premise,"Exhaust from transportation, especially cars, and factories' tosix fumes can lead people to face with various respiratory deseases"
essay387,T5,Premise,water pollution makes people's health become more critical
essay387,T6,Premise,"dangerous bacterias and germs in polluted water can go indirectly into people's bodies and create severe problems, which may result in death if the patients are not treated in time"
essay387,T7,Claim,Environment pollution one of the primary reasons why life in cities is becoming worse than ever before
essay387,T8,Premise,Recent investigations reveal that toxic foods are sold pervasively in today's market
essay387,T9,Premise,"overpopulation may make people suffer from infectious deseases, especially cough, sneezing and illness"
essay387,T10,Claim,living in such cities also means living in high crime rate areas
essay387,T11,Premise,"Unemployed workers or school dropouts can easily commit crime from petty offence to felony such as burglary, pickpocketing, trickery, vandalism, smuggling or even murder"
essay387,T12,Claim,it is likely that many foods in big cities are not safe for people to eat or drink
essay387,T13,Claim,"Earning money for living becomes more difficult, living healthy in such places is getting harder also"
essay388,T1,MajorClaim,criminal minds that breed violence not stringent gun control
essay388,T2,MajorClaim,there is a poor relationship between polices carrying guns and an increasing violence rate
essay388,T3,Claim,criminal mind seems to be more related to violence
essay388,T4,Claim,if there is gun control somehow crime has to decrease
essay388,T5,Premise,fewer guns available mean less crime
essay388,T6,Premise,this is not as simple as it sounds
essay388,T7,Claim,stringent gun control does not decrease violence and crime
essay388,T8,Premise,most gun violence is committed with guns obtained illegally
essay388,T9,Premise,"People who are intent to commit crime and control cities through gang violence and other means will find a way to continue to use guns, regardless of gun control"
essay388,T10,Claim,"if a government wants to control crime in a community, it is important to manage their people's actions rather than gun used in violent crimes"
essay388,T11,Premise,the root of violence is criminal mind not the weapon itself
essay388,T12,Premise,"there will be law non-abiding people anywhere in the world, either polices or common citizens"
essay389,T1,MajorClaim,education is the single most important factor in the development of a country
essay389,T2,MajorClaim,education plays an important role in the socioeconomic status of a country
essay389,T3,Claim,"The more people in the country become educated, the better chance it can develop"
essay389,T4,Claim,these children remain uneducated and will have the same fate as their parents
essay389,T5,Premise,"In a developing country, not many can afford to send their children to school"
essay389,T6,Premise,There are government schools where tuition fees are practically free but they are not aplenty and mostly are situated in the cities
essay389,T7,Premise,They are not reachable by children who live in the mountains or islands
essay389,T8,Premise,"These children whose parents are either farmers or fishermen, can hardly eat three meals a day, let alone afford to pay for transportation to get to these schools everyday"
essay389,T9,Premise,Basic education teaches one child to read and write
essay389,T10,Premise,Supplementary education provides him with useful knowledge and information
essay389,T11,Premise,A further specific education can teach an individual with skills enough to make a living and be self-sufficient
essay389,T12,Premise,A well-informed man can act sensibly and make sound judgment
essay389,T13,Premise,a skillful man contributes favorably and is valuable to the society
essay389,T14,Claim,"the benefits of education can make a man, a society and a developed country"
essay390,T1,MajorClaim,celebrities nowadays give more good influence on young people than they were previously
essay390,T2,Claim,people without talents cannot be famous in this changing world and to be accredited they need to contribute positively to young generation
essay390,T3,Claim,it is not easy to influence young people these days when they are well equipped of life skills
essay390,T4,Premise,They are mostly being educated at very early ages by family or schools as to distinguish what is benefit for them
essay390,T5,Premise,the young generation these days is very conscious toward positive lifestyles
essay390,T6,Claim,people use their money to become an inspiration are definitely not a good mirror for young people
essay390,T7,Premise,"We definitely do not want our children to spend money on luxurious custom or lifestyle just to be similar to someone, especially when these people are not symbols of any talent but showing off"
essay390,T8,Premise,not many people can exist in the celebrities' world without any talents or achievements
essay390,T9,Claim,"only money and glamour look are not enough for a person to be recognized anymore, it is importance that they have to have achievements in order to be a muse to youngsters"
essay390,T10,Premise,"We are giving chances to many teenagers to show their intelligence in different talent shows, for example; The Voice, X Factor or Next Top Models etc"
essay390,T11,Premise,"to become a star and an inspiration for people, a person need to have real talent to compete with other candidates"
essay391,T1,MajorClaim,this great invention in the 21st century causes many problems in our society
essay391,T2,Claim,mobile phones make our communication faster
essay391,T3,MajorClaim,it also gives rise to many social problems such as children's social skills and their mental health
essay391,T4,Premise,"as people, especially teenagers increasingly tend to focus on their phones, they may lose their interests on daily activities such as meeting with friends, and this lack of communication may impair their future negotiation and interpersonal skills"
essay391,T5,Premise,continuous use of mobile phones may also damage children's eyesight and physical posture
essay391,T6,Claim,it is harmful for us to use mobile phones frequently
essay391,T7,Premise,spending too much time on mobiles phones many exert an adverse effect on our social skills
essay391,T8,Premise,there many game applications available online and many of them are quite aggressive in nature
essay391,T9,Premise,"In these games, children are rewarded to help their characters to kill or shoot monsters or characters controlled by other players, and this many lead to development of aggressive feelings, thoughts and behaviors"
essay391,T10,Premise,frequent conflicts may occur during communication
essay391,T11,Claim,the growing number of mobiles games will impact their mental development
essay391,T12,Premise,"as most of the telecommunication companies provide us with access to the internet via our phones, people are able to enjoy sending instant messages and making international calls free of charge"
essay391,T13,Claim,mobile phones have shortened the distance of communication
essay391,T14,Premise,"Mobile phones , such as smart phones, has made our communication easy and convenience"
essay392,T1,MajorClaim,both government and common people should have the responsibility for the environment
essay392,T2,Premise,"air pollution and water quality has concerned many countries, and the government is able to implement some policies and invest money to reduce air pollution, while companies also can enhance their technologies to curb emission of contaminated water and substances"
essay392,T3,Claim,"solving some environmental problems needs large budgets and various technologies, and the government and corporations have the ability to deal with these problems"
essay392,T4,Premise,individuals are unable to cope with these things
essay392,T5,Claim,we should convey corresponding policies and knowledge to the public and society
essay392,T6,Premise,It is necessary for every citizen to have the awareness and knowledge of environment protection
essay392,T7,Premise,the government and firms could have significant influences on environmental awareness of people
essay392,T8,Premise,"the government controls many influential media, such as TV stations and newspapers, which can provide plenty of environmental knowledge and related policies to citizens"
essay392,T9,Premise,"many people driving private cars could cause air pollution, and overusing plastic packages would affect the environment"
essay392,T10,Claim,"it is possible for ordinary people to participate in some actions of environment protection, and they also can benefit from the improvement of environment"
essay392,T11,Premise,"If people can gradually change some lifestyles in these daily activities, this will have many significant impacts on environmental improvement"
essay392,T12,MajorClaim,"the government and corporations should take more responsibility for addressing environmental issues, but every citizen also can contribute to the environment"
essay393,T1,MajorClaim,"such details should be strictly censored, if not banned altogether"
essay393,T2,Claim,"a great deal of crime coverage is rather biased, exaggerated or fraudulent, which only result to terrorize communities and leave law-aiding people increasingly apprehensive of about crimes"
essay393,T3,Premise,the press provide the public with criminal content in order to increase newspaper circulation and TV rating
essay393,T4,Premise,"These days the primary purpose of journalists covering the details of criminal acts is, more often than that, to boost newspaper circulations and TV ratings"
essay393,T5,Claim,"without the prevention on criminal details, the unlawful behavior would be more and more severe and the social harmony would be broken"
essay393,T6,Premise,"This may help those who are in the process of panning a criminal act perfect their plans, avoid the pitfalls and make themselves harder to be tracked down by the police"
essay393,T7,Premise,"detailed reports of crimes exposured on the press may provide the potential criminals with instructive learning materials, which would be hard to obtain otherwise"
essay393,T8,Premise,they have already suffered greatly for what they have experienced
essay393,T9,Premise,"Without their consent, this could only add to theses innocent people's mental suffering and they may do some extreme actions"
essay393,T10,Claim,particular coverage of heinous crimes may further traumatize the victims of crimes
essay393,T11,MajorClaim,any descriptions of crimes should not go unchecked as any longer
essay393,T12,Claim,"as they may be false, may further drive up the already-high crime rate and may bring even more suffering to the victims of crimes"
essay394,T1,MajorClaim,children are those who need to be under instruction of handwriting
essay394,T2,MajorClaim,"handwriting is still a needed skill for all of people, especially students at the early age"
essay394,T3,Premise,"this approach is a basis tool used in several fields such as taking notes, doing homework and writing"
essay394,T4,Premise,It enables to improve learners' spelling capacity and accompany reading or writing disabilities as well
essay394,T5,Premise,"Under the guidance of parents or teachers, children can benefit from practicing handwriting"
essay394,T6,Claim,handwriting still plays a vital role in students' learning
essay394,T7,Premise,"This way of writing will encourage them to pay more attention on content, elaborate in details and develop their organization abilities"
essay394,T8,Claim,poor handwriting can have a negative impact on students' school performance
essay394,T9,Premise,kids who are bad at handwriting meet difficulties in taking notes and catching up lessons
essay394,T10,Premise,It resulted in the missing of information and the lack of details during their works
essay394,T11,Premise,the increasing taking advantage of advanced equipment could make students be lazier and more subjective in their writing skills
essay394,T12,Premise,"with the assistance of automatic grammar and spelling checking in office word, learners are now no need for noticing much in their mistakes"
essay395,T1,MajorClaim,these taxes are absolutely essential
essay395,T2,Claim,"by paying taxes for public school, affluent people effectively contribute to narrowing down the gap between rich and poor"
essay395,T3,Premise,many poor families are not able to afford tuition fees for their kids to attend a course
essay395,T4,Premise,"With the the tax amount for which they pay, the rich may help a vast number of students from families with poverty background to continue their studies, and earn a better quality of life"
essay395,T5,Premise,this reduction would cause a difficulty to the tax calculation
essay395,T6,Premise,the government would have to recruit a greater workforce in order to handle this sophisticated issue
essay395,T7,Premise,"the government would also pay the salary for the excessive officials, and this would result in insufficient investments in other crucial public sectors such as education or health care"
essay395,T8,Claim,the tax reduction for parents of children studying in private schools would lead to a waste of public capital
essay395,T9,MajorClaim,taxes paying for state schools are necessary to be compulsory for all members of society no matter where their children enroll in
essay395,T10,Claim,such tax payments are unfair for them
essay395,T11,Premise,it is irrational to require them to pay for the taxes they do not use
essay395,T12,Premise,we also pay for the public services that we even do not experience a chance to employ like police or fire brigade
essay395,T13,Premise,We certainly do not hope for a reduction for these sorts of taxes
essay396,T1,MajorClaim,both public services and arts worth investment
essay396,T2,MajorClaim,both arts and public services are important to the community and should be invested properly
essay396,T3,Claim,indispensable public services like hospital and school worth every penny investing
essay396,T4,Premise,"Investing in hospitals helps improve people's health, also, in schools assists with raising our children's education level"
essay396,T5,Premise,"if these facilities were not spent adequately, our standard of living would deteriorate"
essay396,T6,Premise,Arts include many forms and music as well as cinema are the most typical
essay396,T7,Premise,These two art forms not only provide the public with entertainment but also contribute significantly to the economy
essay396,T8,Premise,"The income of film and music industries produce millions of dollars each year for the Goverment, for instance K-pop and Hollywood, and these industries can not survive without goverment's financial assistance"
essay396,T9,Claim,our standard of living also depend on another factor - spiritual life which is related closely with arts
essay397,T1,MajorClaim,"the affect of technology on culture is undeniable, it has also contributed to the preservation of traditonal culture"
essay397,T3,MajorClaim,Modern technogy has impacted the traditional cultures in both negative and positive ways
essay397,T2,Premise,"The invention of mobile phone and internet has changed our traditional ways of communicating as well as working, it has also been much less labourous than in the pass with the assistance of electrical machineries"
essay397,T4,Premise,these newfangled practices has replaced many old traditional ones
essay397,T5,Premise,"factories equipped with new and highly-productive system has replaced old handmade products, the exchange of letters among friends is so hard to be seen as we have had emails and social network instead, new video games has superseded the old-physical ones"
essay397,T6,Claim,Many old traditionally cultural things have long gone as a result of modern technology
essay397,T7,Claim,"Thanks to modern technology, our life has been improved with many gadgets"
essay397,T8,Claim,technology has also made some contributions to the maintenance and study of traditional cultures in some ways
